objectid,filename,title,creator,author,date,display_date,year,decade,description,subject,genre,location,latitude,longitude,source,type,format,rights,object_location
1988-10-28_rockbrujas,1988-10-28_rockbrujas.jpg,El rock de las brujas,Periódico La Prensa,Anónimo,28/10/1988,28 de octubre de 1988,1988,1980s,"Guía de un Halloween bogotano que gira en torno al rock en español con Compañía Ilimitada en la Plaza de Toros de Santamaría como foco, Distrito Especial en la apertura y un montaje de luces, pantallas y circuito cerrado de televisión inusual para una banda local. La misma noche la ciudad vibra con Pasaporte en Keops y Sociedad Anónima en Nix, mientras el sábado sigue la fiesta en el Club de Empleados Oficiales. La nota explica el efecto de la Ley Emiliani que movió la celebración y detalla precios, concursos y la invitación a registrar el show para un video posterior. Bogotá aparece como una red de salas, plazas y públicos que prueban la ambición técnica del repertorio local y la convierten en ritual urbano de fin de semana.",Halloween; Rock Teatral; Bogotá; Plaza de Toros Santamaría; Compañía Ilimitada; Concierto del Contacto; Distrito Especial; Pasaporte; Keops; Sociedad Anónima; Nix; Club de Empleados Oficiales; Ley Emiliani; Luces y Pantallas; Guía de Precios; Rock colombiano,Crónica,"Plaza de Toros Santamaría, Bogotá",4.6130863,-74.0870302,La Prensa pág. 21,Image,image/jpeg,© Derechos de autor pertenecen al periódico La Prensa. Uso académico sin fines comerciales.,
1988-11-09_especialrock,1988-11-09_especialrock.jpg,Los toreros muertos… Aló Aló,Periódico El Colombiano,Anónimo,9/11/1988,9 de noviembre de 1988,1988,1980s,"Especial periodístico que cartografía el auge del rock en español con Los Toreros Muertos como punta de lanza y con un espejo colombiano que incluye a Aló Aló. Se sitúa al trío español como motor de una sensibilidad absurda y corrosiva con éxitos que escalan listas iberoamericanas, Yo no me llamo Javier y Mi agüita amarilla, y con un LP donde conviven el pop eléctrico, el juego identitario de Ya están aquí los toreros muertos y personajes que atraviesan la cultura popular. La pieza perfila a Pablo Carbonell, Many Moure y Guillermo Piccolini como eje creativo, mientras desplaza la mirada hacia la escena local para contar el origen de Aló Aló, sus pruebas de resiliencia, el encuentro con la voz de Luz Amparo Guaracao y el larga duración Esta noche con canciones de pulso romántico y estribillos directos. Se amplía el mapa con La Unión y su Amor fugaz bajo el sello WEA y con una compilación de clásicos del momento que fija un canon provisional para las pistas y las radios. El cierre incorpora una semblanza de Miguel Mateos, su itinerario con Zas y la escuela de escenarios mayores, y propone una lectura de intercambio transatlántico donde el humor y la insolencia se vuelven lenguaje común entre España, Argentina y Colombia.",España; los Toreros Muertos; Pablo Carbonell; Many Moure; Guillermo Piccolini; Yo No Me Llamo Javier; Mi Agüita Amarilla; Pilar; Ya Están Aquí los Toreros Muertos; Pasodoble; Colombia; Aló Aló; Luz Amparo Guaracao; Esta Noche; Ámame; Quiero Sentir; Tan Solo Tú; la Unión; Amor Fugaz; Wea; Miguel Mateos; Zas; Compilaciones de Rock en Español; Rock colombiano; Rock Internacional en Colombia; Juventud de Bogotá,Reportaje,"Bogotá D. C., Colombia",4.6207812,-74.0822653,"El Colombiano, El Colombianito pág. 4 y 5",Image,image/jpeg,© Derechos de autor pertenecen al periódico El Colombiano. Uso académico sin fines comerciales.,
1988-11-09_pasaporte,1988-11-09_pasaporte.jpg,Pasaporte: Rockeros 'extranjeros' made in Colombia,Periódico El Colombiano,Anónimo,9/11/1988,9 de noviembre de 1988,1988,1980s,"Perfil de Pasaporte como emblema de profesionalización del rock colombiano y como caso singular de estrategia de identidad frente al mercado. El relato recuerda ensayos iniciales desde 1984 y marca 1987 como año del salto cuando la voz de Elsa estalla en escena y abre la puerta del primer contrato discográfico. La nota explica por qué el grupo eligió no declarar de entrada su origen colombiano para desmontar prejuicios de programación, una táctica que permitió circulación intensa en emisoras y que más tarde se convirtió en argumento para reivindicar calidad hecha en casa. Se detalla la alineación con Pablo Tedeschi en pianos y programación, Roberto Uricoechea en bajo y percusión, Lila en teclados y coros y la adición de Rafael, además de un retrato humano que incluye influencias, afinidades y hábitos de estudio. El disco de lanzamiento instala a Castillos en el aire, Maniquí e Igor y Penélope como tríptico de éxito y suma un dato simbólico de circulación visual, una carátula expuesta en Nueva York que llegó a manos de Madonna, prueba de una estética que viaja más allá de los límites del nicho. La crónica remarca que Pasaporte empujó fronteras, resignificó pertenencia y abrió una ruta de exportación para el rock en español hecho en Colombia.",Pasaporte; Elsa Riveros; Pablo Tedeschi; Roberto Uricoechea; Lila; Rafael; Castillos en El Aire; Maniquí; Igor y Penélope; Estrategia de Identidad; Circulación Radial; Diseño de Carátula; Nueva York; Madonna; Profesionalización; Colombia; Rock colombiano; Apropiación Musical,Reseña,"Medellín, Colombia",6.2443677,-75.6636154,"El Colombiano, El Colombianito pág. 3",Image,image/jpeg,© Derechos de autor pertenecen al periódico El Colombiano. Uso académico sin fines comerciales.,
1989-01-22_rocknacional,1989-01-22_rocknacional.jpg,Problemas del rock nacional,Periódico El Espectador,Salomón Kalmanovitz,22/1/1989,22 de enero de 1989,1989,1980s,"Columna de Salomón Kalmanovitz que examina el estado del rock en español en Colombia y contrapone lo pop orientado a gustos medios con tradiciones contestatarias del género. El texto discute la estética de reinados de belleza, los circuitos mediáticos y la promoción de la imagen por encima del conflicto social que alguna vez expresó el rock. Se cruzan referencias a Beatles, Rolling Stones, The Doors, Bob Dylan y Talking Heads para pensar tensiones entre mercado, rebeldía y crítica cultural. La columna también interpela a bandas locales que buscan masividad sin perder oficio compositivo y sentido de realidad urbana. El resultado es un diagnóstico severo sobre la comercialización y un llamado a recuperar densidad lírica y riesgo.",Salomón Kalmanovitz; Rock en español; Crítica Cultural; Industria Musical; Reinados de Belleza; Medios de Comunicación; Beatles; Rolling Stones; The Doors; Bob Dylan; Talking Heads; Colombia; Década de 1980; Rock colombiano; Compañía Ilimitada; Música Contestataria; Marginalidad Cultural; Identidad Juvenil; América Latina.,Reseña,"Bogotá D. C., Colombia",4.6207812,-74.0822653,El Espectador Magazin Dominical p.11,Image,image/jpeg,© Derechos de autor pertenecen al periódico El Espectador. Uso académico sin fines comerciales.,
3-02-1989_rockenespanol,3-02-1989_rockenespanol.jpg,Vuelve el rock en español,Periódico El Mundo,Anónimo,3/2/1989,3 de febrero de 1989,1989,1980s,"Anuncio de concierto en el Coliseo Iván de Bedout con Kraken, Código, Compañía Ilimitada, Pasaporte y la agrupación argentina Alcohol Etílico, bajo la organización de la Corporación Paz Juventud Año 2000 y con patrocinio de Superestéreo. La nota especifica horarios, boletería y la duración del espectáculo hasta medianoche, y resalta la fuerza que van cobrando los grupos en el panorama local. También menciona el uso de modelos en escena y la labor de la corporación con públicos juveniles. Medellín aparece como plaza sostenida del rock en español y parte de una red de circulación que vincula artistas colombianos con visitas internacionales",Medellín; Coliseo Iván de Bedout; Kraken; Código; Compañía Ilimitada; Pasaporte; Alcohol Etílico; Corporación Paz Juventud Año 2000; Superestéreo; Boletería; Programación de Conciertos; Rock colombiano; Rock Internacional en Colombia; Rock en español; Conciertos; Paz y Juventud; Bogotá; Cultura Juvenil; Coliseo El Campín; Música Como Expresión; Juventud.,Noticia,Estadio Nemesio Camacho El Campín,4.6459424,-74.095979,"El Mundo, pág. 9A",Image,image/jpeg,© Derechos de autor pertenecen al periódico El Mundo. Uso académico sin fines comerciales.,
1989-02-07_quietriot,1989-02-07_quietriot.jpg,La fuerza del 'heavy' en Medellín,Periódico El Mundo,Anónimo,7/2/1989,7 de febrero de 1989,1989,1980s,"Nota de Movida Cultural que presenta el concierto de Quiet Riot en Medellín con un montaje escénico de gran escala y repasa la historia del grupo desde la sociedad creativa de Randy Rhoads y Kevin DuBrow. Se relata la deriva hacia Ozzy Osbourne, el impacto de Metal Health y el retorno con nuevas alineaciones para mantener vigencia en el mercado. El artículo vincula la presentación local con una ruta por Bogotá y Pereira, y la sitúa como parte de una temporada marcada por espectáculos de artistas estadounidenses. Se sugiere que la ciudad entra en un ciclo de grandes shows de rock en inglés con producción técnica comparable a la de escenarios internacionales.",Medellín; Quiet Riot; Heavy Metal; Randy Rhoads; Kevin Dubrow; Rudy Sarzo; Ozzy Osbourne; Metal Health; Producción Escénica; Bogotá; Pereira; Temporada de Conciertos; Rock Internacional en Colombia; Conciertos Internacionales; Cultura Juvenil; Rock Anglo; Frankie Banali; Sean Mcnabb; Paul Shortino; Carlos Cavazo,Crónica,"Medellín, Colombia",6.2443677,-75.6636154,"El Mundo, pág. 12A",Image,image/jpeg,© Derechos de autor pertenecen al periódico El Mundo. Uso académico sin fines comerciales.,
1989-02-09_quietriotmedellin,1989-02-09_quietriotmedellin.jpg,Más rock... ¡pero en inglés!,Periódico El Espectador,Alexander Velásquez,9/2/1989,9 de febrero de 1989,1989,1980s,"Anuncio del concierto de Quiet Riot en Bogotá con transmisión de Super Estéreo 88.9, un escenario de gran formato y apertura a cargo de Kronos. La nota recuerda el lleno en Medellín y la buena acogida del rock en inglés en el país. Se repasa la huella del grupo con Metal Health y el éxito Cum on feel the noise en listas de Estados Unidos y su llegada a Colombia como referente del heavy metal californiano. La comunicación detalla hora y lugar, y plantea la expectativa de repetir la convocatoria masiva.",Bogotá; Estadio El Campín; Quiet Riot; Super Estéreo 88.9; Kronos; Heavy Metal; Rock en Inglés; Montaje Técnico; Convocatoria de Público; Metal Health; Cum On Feel The Noise; Rock Internacional en Colombia; Medellín; Conciertos Internacionales; Cultura Musical; Rock Internacional,Crónica,"Bogotá D. C., Colombia",4.6207812,-74.0822653,El Espectador pág. 4,Image,image/jpeg,© Derechos de autor pertenecen al periódico El Espectador. Uso académico sin fines comerciales.,
1989-02-09_quietriotbogota,1989-02-09_quietriotbogota.jpg,"Jevis, engendros de no Satán",Periódico La Prensa,Rafael Chaparro,9/2/1989,9 de febrero de 1989,1989,1980s,"Artículo sobre la banda Quiet Riot y la percepción del heavy metal en Colombia. Se analiza su estética, estilo musical y el prejuicio social que vincula el género con el satanismo. Acompañado de fotografía de los integrantes y anuncio institucional de la Alcaldía Mayor de Bogotá.",Quiet Riot; Heavy Metal; Estética Musical; Satanismo; Percepción Social; Bogotá; Rock Internacional,Crónica,"Bogotá D. C., Colombia",4.6207812,-74.0822653,La Prensa pág. 18,Image,image/jpeg,© Derechos de autor pertenecen al periódico La Prensa. Uso académico sin fines comerciales.,
1989-02-09_quietriotfuria,1989-02-09_quietriotfuria.jpg,La furia silenciosa de Quiet Riot,Periódico El Mundo,Juan Carlos Pérez,9/2/1989,9 de febrero de 1989,1989,1980s,"Crónica del concierto de Quiet Riot en el Coliseo Iván de Bedout, con énfasis en organización, seguridad, euforia del público y rituales de cancha como el pogo. El relato describe los controles de ingreso, la presencia de la Defensa Civil, los choques entre asistentes y el momento en que la masa se desborda hacia el escenario. Se comenta el repertorio que alterna temas del último álbum con clásicos coreados, el solo de Carlos Cavazo y el remate con Cum on feel the noize y Metal Health. La pieza capta la relación hipnótica entre cuerpo, volumen y luces, y registra incidentes en instalaciones aledañas, sin saldo grave durante el show.",Medellín; Coliseo Iván de Bedout; Quiet Riot; Pogo; Organización de Conciertos; Policía; Defensa Civil; Carlos Cavazo; Paul Shortino; Repertorio; Cum On Feel The Noize; Metal Health; Público Juvenil; Rock Internacional en Colombia; Glam Metal; Conciertos Internacionales; Cultura Visual; Rock Ochentero; Juan Carlos Pérez; Bogotá.,Reseña,"Bogotá D. C., Colombia",4.6207812,-74.0822653,"El Mundo, pág. 12A",Image,image/jpeg,© Derechos de autor pertenecen al periódico El Mundo. Uso académico sin fines comerciales.,
1989-02-20_locaspasiones,1989-02-20_locaspasiones.jpg,Locas pasiones al ritmo del rock,Periódico El Nuevo Siglo,Elia María Núñez R.,20/2/1989,20 de febrero de 1989,1989,1980s,"Nota sobre el estreno de la novela L P Loca Pasión por la Cadena 1 de RTI, concebida como retrato de una generación que crece con el rock en español. El reparto liderado por Carlos Vives y Marcela articula tramas de música, amistad, rivalidades y amor, y suma a jóvenes actores que vinculan su experiencia con bandas y estudios. Se destacan perfiles como Rosario Jaramillo, Andrés Navia, Pedro Roa y Ricardo Prado, con trayectorias que combinan actuación, danza, batería, teclados y gestión cultural. La narración presenta una ficción que incorpora lenguaje musical y aspiraciones artísticas, y conecta televisión y escena juvenil.",L P Loca Pasión; Rti; Cadena 1; Carlos Vives; Marcela; Juventud; Música en Televisión; Rosario Jaramillo; Andrés Navia; Pedro Roa; Ricardo Prado; Bogotá; Cultura Popular; Rock colombiano; Lp Loco Pasión; Televisión y Rock; Cultura Juvenil; Estética Musical; Elia María Núñez.,Reportaje,"Bogotá D. C., Colombia",4.6207812,-74.0822653,"El Nuevo Siglo, pág. 2A",Image,image/jpeg,© Derechos de autor pertenecen al periódico El Nuevo Siglo. Uso académico sin fines comerciales.,
1989-02-27_contactovillavo,1989-02-27_contactovillavo.jpg,Contacto en Villavo,Periódico La Prensa,Fernando Cortés y Jairo Chacón,27/2/1989,27 de febrero de 1989,1989,1980s,"Crónica del concierto de ocho horas en la Villa Olímpica de Villavicencio que reunió a Compañía Ilimitada, Pasaporte, Zona Postal, Escape, Xolo Digital y Lado A, con animación de Hernán Orjuela. La nota perfila a Elsa Riveros como figura carismática que desata euforia entre el público y destaca momentos de virtuosismo como los teclados de Juan Manuel Pulido y el solo de Sergio en Pasaporte. Registra el debut en solitario de Eugenio Arellano, las reacciones encontradas ante el heavy metal de Escape y el cierre de madrugada con Xolo y Lado A. La organización es calificada como sólida y se subraya el ambiente festivo y pacífico en un territorio identificado con el joropo, donde por una noche el rock desplaza tradiciones sonoras. El texto traza un mapa de bandas, oficios técnicos y rituales de estadio que consolidan a Villavicencio como plaza ocasional del rock en español.",Villavicencio; Villa Olímpica; Estadio Horizonte; Hernán Orjuela; Compañía Ilimitada; Pasaporte; Elsa Riveros; Juan Manuel Pulido; Zona Postal; Eugenio Arellano; Escape; Xolo Digital; Lado A; Heavy Metal; Público Llanero; Luces y Sonido; Orden Público; Rock colombiano; Conciertos Regionales; Cultura Musical; Contacto; Descentralización del Rock.,Crónica,Villavicencio,4.1249245,-73.6914639,La Prensa el PAIS pág. 11,Image,image/jpeg,© Derechos de autor pertenecen al periódico La Prensa. Uso académico sin fines comerciales.,
1989-03-15_hombresgcolegiales,1989-03-15_hombresgcolegiales.jpg,Hombres G: Un proyecto de colegiales,Periódico El Colombiano,Anónimo,15/3/1989,15 de marzo de 1989,1989,1980s,"Entrevista con Hombres G durante su visita a Colombia en junio de 1989, donde el cuarteto español reflexiona sobre la expansión del rock en español y su apuesta por abrir idiomas y mercados. Los integrantes destacan el equilibrio entre letra y música y mencionan planes de grabación en italiano y portugués, así como aspiraciones de presentarse en Rusia en el clima de apertura de la perestroika. Se matiza el liderazgo autoral de David Summers y se describe la química interna del grupo como motor creativo. La nota sitúa a Colombia en el circuito de giras ibéricas y resume la recepción local que fortalece la ambición de internacionalización.",Hombres G; España; Medellín; Gira internacional; Perestroika; Internacionalización Musical; Letras en Español; David Summers; Escena Iberoamericana; Recepción de Público; Rock Internacional en Colombia; Marta Tiene Un Marcapasos; Humor Musical; Cultura Juvenil; Pop-Rock Español; Rock Latinoamericano.,Crónica,"Medellín, Colombia",6.2443677,-75.6636154,"El Colombiano, El Colombianito pág. 2",Image,image/jpeg,© Derechos de autor pertenecen al periódico El Colombiano. Uso académico sin fines comerciales.,
1989-04-12_obstinatomedellin,1989-04-12_obstinatomedellin.jpg,Obstinato: Hecho en Medellín,Periódico El Colombiano,Anónimo,12/4/1989,12 de abril de 1989,1989,1980s,"Perfil de Obstinato como continuidad de una porfía iniciada en 1980 por Campo Elías Sánchez con el grupo Pretexto, cuando hacer rock en español en Medellín era visto como una idea descabellada. El texto reconstruye la aparición pública del proyecto con los sencillos Cuando y Pasado y presente, que abrieron un lugar para sus melodías de balada rock y para una estética propia. Se anuncia la grabación con Codiscos de La dama de la ensoñación y Un sol para amanecer, con la banda integrada por Campo Elías, Cristóbal en teclados, David en batería y Juan F en bajo. La nota subraya la identidad local Hecho en Medellín como declaración de pertenencia y como gesto contra el centralismo cultural. El relato insiste en la constancia de una agrupación que se propone aportar a la consolidación del rock en español desde una ciudad en transformación.",Medellín; Obstinato; Pretexto; Campo Elías Sánchez; Codiscos; la Dama de la Ensoñación; Un Sol Para Amanecer; Cuando; Pasado y Presente; Balada Rock; Identidad Local; Consolidación de Escena; Rock colombiano; Rock en español; Crítica Social; Pioneros del Rock; Cultura urbana,Reseña,"Medellín, Colombia",6.2443677,-75.6636154,"El Colombiano, El Colombianito pág. 3",Image,image/jpeg,© Derechos de autor pertenecen al periódico El Colombiano. Uso académico sin fines comerciales.,
1989-04-23_loshippies,1989-04-23_loshippies.jpg,Los Hippies,Periódico La Prensa,Anónimo,23/4/1989,23 de abril de 1989,1989,1980s,"Columna que defiende una lectura comprensiva del movimiento hippie frente a visiones moralistas que lo reducen a estética y desorden. El texto recuerda la asociación del hipismo con paz, inconformidad y símbolos florales, y sitúa su consumo de drogas como intento fallido de huida del caos más que como culto al exceso. Recurre a referencias filosóficas y espirituales para subrayar la búsqueda de interioridad y sentido, y propone persuadir antes que reprimir a una juventud que expresa los signos de su tiempo. La pieza propone separar apariencia y esencia para analizar una protesta que reconfiguró sensibilidades urbanas y repertorios culturales",Hippies; Contracultura; Normas Sociales; Libertad Individual; Resistencia cultural; Juventud; Austin; Crítica Social,Reseña,"Bogotá D. C., Colombia",4.6207812,-74.0822653,Revista La Prensa pág. 24,Image,image/jpeg,© Derechos de autor pertenecen al periódico La Prensa. Uso académico sin fines comerciales.,
1989-04-22_rockacido,1989-04-22_rockacido.jpg,Rock Ácido de Chapinero,Periódico La Prensa,anónimo,23/4/1989,23 de abril de 1989,1989,1980s,"Relato histórico de la transición del go go a la psicodelia en Bogotá, con foco en Chapinero y el Concierto de Rock Ácido Progresivo del Teatro La Comedia en El artículo recompone redes de grupos y ensayaderos que irradiaron desde la calle 60 y el Parque Julio Flores, con nombres como Siglo Cero, Aeda, Terrón de Sueños, Glass Onion y la Gran Sociedad del Estado. Detalla cómo se forjó una escena underground entre matinés, programas de radio especializados y primeras ediciones de rock internacional, mientras se rehuía la televisión por limitaciones técnicas. El texto muestra la continuidad entre espacios abiertos, revistas y promotores que desembocarían en festivales al aire libre y una genealogía de músicos hoy canónicos.",Bogotá; Chapinero; Teatro la Comedia; Rock Ácido; Siglo Cero; Aeda; Terrón de Sueños; Glass Onion; Parque Julio Flores; Calle 60; Programas de Radio; Escena Underground; Psicodelia; Años Sesenta; Rock colombiano; Rock Latinoamericano; Carlos Santana; Bob Dylan; Pink Floyd; Led Zeppelin; Genesis; Yes; Compañía Ilimitada; Rock Contestatario; Cultura Popular; Identidad Generacional; Colombia.,Crónica,"Bogotá D. C., Colombia",4.6207812,-74.0822653,La Prensa pág. 25,Image,image/jpeg,© Derechos de autor pertenecen al periódico La Prensa. Uso académico sin fines comerciales.,
1989-04-23_ruido,1989-04-23_ruido.jpg,Rock en los tiempos del ruido,Periódico La Prensa,Eduardo Arias,23/4/1989,23 de abril de 1989,1989,1980s,"Ensayo de Eduardo Arias que reivindica la tradición del rock en español en Colombia desde los sesenta y setenta, contra la idea de que el fenómeno nació en los ochenta. Se enumeran nombres esenciales como Los Speakers, Los Flippers, Génesis, La Banda Nueva y Siglo Cero, así como canciones que permanecen en la memoria urbana. El texto enfatiza la marginalidad comercial de aquella escena y su potencia convocante en conciertos inspirados en los festivales hippies. Se propone preservar grabaciones y relatos de esa época como patrimonio cultural, a la vez que se reconoce la mutación del rock hacia formatos más aceptados socialmente en los ochenta.",Historia del Rock en Colombia; Eduardo Arias; Años Sesenta; Años Setenta; los Speakers; los Flippers; Génesis; la Banda Nueva; Siglo Cero; Memoria Urbana; Festivales Hippies; Preservación Cultural; Rock colombiano; Festival de Ancón; Rock 60S y 70S; Censura Cultural; Rock en español; Colombia; Años 60; Años 70; los Yetis; Tv-101; Dominic Coyote; Historia Musical; Prensa Cultural; Memoria Sonora.,Opinión,"Bogotá D. C., Colombia",4.6207812,-74.0822653,La Prensa pág. 24,Image,image/jpeg,© Derechos de autor pertenecen al periódico La Prensa. Uso académico sin fines comerciales.,
1899-05-10_charlygarcia,1899-05-10_charlygarcia.jpg,Charly García: La leyenda del rock en español,Periódico El Colombiano,Tiberio Duque Alzate,10/5/1989,10 de mayo de 1989,1989,1980s,"Perfil de Charly García que recorre su trayectoria desde Sui Generis y Porsuigieco hasta La Máquina de Hacer Pájaros y Serú Girán, con énfasis en tensiones con la censura y la consolidación de un estilo autoral. Se reseñan discos determinantes como Vida, Confesiones de invierno, Clics modernos y Piano bar, y colaboraciones con músicos de referencia. La nota recuerda su versatilidad escénica y anticipa su concierto en la Plaza de Toros La Macarena de Medellín en mayo, integrando al público local en una historia mayor del rock argentino. Se perfila al artista como leyenda viva del rock en español con capacidad de diálogo intergeneracional.",Charly García; Sui Generis; Porsuigieco; la Máquina de Hacer Pájaros; Serú Girán; Censura; Clics Modernos; Piano Bar; Medellín; Plaza de Toros La Macarena; Rock argentino; Leyenda Musical; Rock Internacional en Colombia; Trayectoria Musical; Innovación; Cultura Latinoamericana; Tiberio Duque; Rock Internacional; Música en Español; El Colombiano; Prensa Cultural; Trayectoria Artística; Juventud; Mensajes Ambiguos.,Crónica,"Medellín, Colombia",6.2443677,-75.6636154,El Colombianito pág. 2,Image,image/jpeg,© Derechos de autor pertenecen al periódico El Colombiano. Uso académico sin fines comerciales.,
1989-07-18_rocknacional,1989-07-18_rocknacional.jpg,En Ancón 18 años. 10 horas de rock nacional,Periódico El Colombiano,Anónimo,10/8/1989,18 de agosto de 1989,1989,1980s,"Este artículo describe las dificultades históricas del rock en Colombia desde el Festival de Ancón de 1971, considerado un hito, pero también un fracaso organizativo y económico. A partir de este antecedente, se anuncia el evento “Concierto de la Independencia”, concebido con tres propósitos: (1) presentar únicamente grupos colombianos para independizarse de la dependencia cultural de las agrupaciones extranjeras, bajo los lemas “No a la música extranjera”, “No a la droga” y “No a la dependencia”; (2) conmemorar el Día de la Independencia, previsto inicialmente para el 20 de julio pero reprogramado debido al fallecimiento del gobernador Roldán Betancur; y (3) celebrar los 18 años del Festival de Ancón, considerados su mayoría de edad simbólica. El artículo destaca además la intención de proyectar una gira nacional e internacional con las bandas participantes, entre ellas Kraken, Eros, Fénix, Escape, Alerta Roja, Kronos, René Toro, Pablus Gallinazo y Alfredo de la Fe. El texto posiciona a los organizadores y a “Carolo” como agentes de institucionalización de la escena del rock colombiano como meta de un circuito nacional.",Concierto de Rock en Español; Concierto de Rock Colombiano; Auge del Rock en Colombia; Gonzalo Caro Maya; Concierto de la Independencia; Festival de Ancón; Rock colombiano; Independencia Cultural; No A la Música Extranjera; No A la Droga; Independencia Musical; Kraken; Eros; Fénix; Escape; Alerta Roja; Kronos; René Toro; Pablus Gallinazo; Alfredo de la Fe,Crónica,"Plaza de Toros La Macarena, Medellín",6.2501034,-75.5828645,"El Colombiano, pág. 7B",Image,image/jpeg,© Derechos de autor pertenecen al periódico El Colombiano. Uso académico sin fines comerciales.,
1989-08-12_woodstockaire,1989-08-12_woodstockaire.jpg,Woodstock palabras al aire,Periódico La Prensa,"Eduardo Arias
",12/8/1989,12 de agosto de 1989,1989,1980s,"Ensayo conmemorativo a 20 años de Woodstock (1969) que revisa sus mitos, narrativas y apropiaciones. Analiza cómo el festival pasó de acontecimiento contracultural a signo mediático global: de la protesta contra la guerra de Vietnam y el militarismo a un emblema difuso reutilizado por la industria cultural. El texto valora el peso de la utopía pacifista, la economía simbólica de íconos (paz, psicodelia, libertad) y la tensión entre memoria generacional y mercantilización de la nostalgia. También piensa su eco en Colombia: circulación de discos, cine y prensa; formación de públicos; y traducciones locales del ideario hippie.","Woodstock; contracultura; protesta juvenil; música como resistencia; sociología de la música; cultura estadounidense; Rock Internacional; Woodstock, contracultura, guerra de Vietnam, protesta juvenil, memoria histórica, transformación social",Reseña,"Bogotá D. C., Colombia",4.6207812,-74.0822653,La Prensa pág. 22,Image,image/jpeg,© Derechos de autor pertenecen al periódico La Prensa. Uso académico sin fines comerciales.,
1989-08-13_acidezsesentas,1989-08-13_acidezsesentas.jpg,La acidez de los sesentas,Periódico La Prensa,Anónimo,13/8/1989,13 de agosto de 1989,1989,1980s,"Artículo retrospectivo sobre la década de los sesenta, centrado en el impacto cultural de movimientos como Woodstock, el uso de drogas psicodélicas como la mescalina, y el papel de bandas como The Beatles y The Rolling Stones. Se analiza la efervescencia política y social de la época, así como su legado en la música y el pensamiento contracultural. La nota se acompaña de imágenes simbólicas como la bandera de paz y escenas de protesta.",Woodstock; The Beatles; Rolling Stones; Contracultura; Mescalina; Paz; Protesta; Años Sesenta; Historia Cultural,Reportaje,"Bogotá D. C., Colombia",4.6207812,-74.0822653,Revista La Prensa pág. VI,Image,image/jpeg,© Derechos de autor pertenecen al periódico La Prensa. Uso académico sin fines comerciales.,
1989-08-15_radioactivamedellin,1989-08-15_radioactivamedellin.jpg,"En el Dial, Radioactiva Rock, Rock, Y... Rock",Periódico El Mundo,Anónimo,15/8/1989,15 de agosto de 1989,1989,1980s,"Noticia del lanzamiento de RadioActiva 102.9 FM en Medellín como parte de un sistema nacional de Caracol dedicado al rock. Se precisa su estructura con director, disc jockeys, libretistas y creativos de efectos, y la misión de programar rock pesado, new wave y rock en español. Se recuerda que la idea surgió cuando emisoras como Veracruz Stereo y 88.9 ganaron mercado fuera de los sistemas tradicionales, y se proyecta la expansión a varias capitales. El énfasis está en profesionalización, presupuesto y show diario para consolidar el formato musical.",Medellín; Radioactiva 102.9 Fm; Caracol Radio; Armando Plata; Programación Musical; Rock Pesado; New Wave; Rock en español; Veracruz Estéreo; 88.9; Sistemas Radiales; Expansión Nacional; Rock colombiano; Radioactiva; Difusión Radial; Cultura Musical.,Noticia,"Bogotá D. C., Colombia",4.6207812,-74.0822653,"El Mundo, pág 4B",Image,image/jpeg,© Derechos de autor pertenecen al periódico El Mundo. Uso académico sin fines comerciales.,
1989-08-15_comoacabarconelrock,1989-08-15_comoacabarconelrock.jpg,Cómo acabar con el rock,Periódico El Espectador,Karl Troller,15/8/1989,15 de agosto de 1989,1989,1980s,"Columna de Karl Troller que denuncia la cadena de omisiones de la industria y la radio colombianas frente al rock contemporáneo. Se acusa a las disqueras de no editar obras clave y a las emisoras de limitarse al Top 40 de Billboard, con desaparición de franjas especializadas y ausencia de programas críticos. El texto enumera carencias de circulación de videos, revistas, docencia musical y oferta internacional de conciertos, y cuestiona el triunfalismo del mini boom del rock en español. La pieza plantea que sin diversidad estética ni infraestructura cultural el desarrollo del rock local seguirá condicionado.",Karl Troller; Industria Discográfica; Radio Musical; Top 40; Programas Especializados; Crítica Musical; Edición de Discos; Circulación de Videos; Oferta Internacional; Políticas Culturales; Colombia; Rock colombiano; Crítica Cultural; Sex Pistols; Punk; El Espectador; Medios de Comunicación; Radio; Cultura Rock; Underground; Importación de Discos; Educación Musical; Globalización Cultural.,Reseña,"Bogotá D. C., Colombia",4.6207812,-74.0822653,El Espectador pág. 3E y 4E,Image,image/jpeg,© Derechos de autor pertenecen al periódico El Espectador. Uso académico sin fines comerciales.,
