objectid,title,creator,author,date,display_date,description,subject,location,latitude,longitude,source,object_location,type,youtubeid,format,filename,
utxx_2000,Últimas tendencias del siglo XX: Arte internacional en la Colección Colsubsidio,Colsubsidio,Rafael Ayala Sáenz (Asesor pedagógico),2000-11,Noviembre de 2000,"Guía pedagógica que acompaña la exposición de arte internacional moderno y contemporáneo. Ofrece orientaciones para comprender movimientos artísticos como el surrealismo, el expresionismo abstracto, el pop art, entre otros, y su relación con los cambios sociopolíticos del siglo XX.",Colsubsidio; Arte del siglo XX; Pop art; Expresionismo; Vanguardias; Arte internacional; Educación artística; Curaduría,Museo De Museos Colsubsidio,4.626465512,-74.07861096,"Colsubsidio, Museo de Museos, noviembre de 2000",,text,,application/pdf,utxx_2000.pdf,
ppu1_2000,Panorama de la pintura universal: Parte I,Colsubsidio,Rafael Ayala Sáenz (Autor de guías pedagógicas),2000-03,Marzo de 2000,"Primera parte de la serie pedagógica sobre historia del arte pictórico universal. Recorre el arte rupestre, egipcio, griego, romano y medieval con un enfoque educativo dirigido a docentes y estudiantes.",Colsubsidio; Historia del arte; Pintura antigua; Educación visual; ; Arte universal; Pedagogía museal; Guías para docentes,Museo De Museos Colsubsidio,4.626465512,-74.07861096,"Colsubsidio, Museo de Museos, marzo de 2000",,text,,application/pdf,ppu1_2000.pdf,
ppu2_2000,Panorama de la pintura universal: Parte II,Colsubsidio,Rafael Ayala Sáenz (Autor de guías pedagógicas),2000-04,Abril de 2000,"Segunda parte de la serie sobre historia de la pintura universal. Aborda el Renacimiento, el Barroco y el Neoclasicismo, con herramientas para el análisis de obras y propuestas didácticas.",Colsubsidio; Historia de la pintura; Renacimiento; Barroco; Neoclasicismo; ; Arte europeo; Educación en museos; Guías pedagógicas,Museo De Museos Colsubsidio,4.626465512,-74.07861096,"Colsubsidio, Museo de Museos, noviembre de 2000",,text,,application/pdf,ppu2_2000.pdf,
tac_2000,Tesoros del arte chino,Colsubsidio,Rafael Ayala Sáenz (Coordinador pedagógico),2000-07,Julio de 2000,"Guía pedagógica para la exposición ""Tesoros del arte chino"", compuesta por piezas milenarias del Museo Nacional de China. Rafael Ayala Sáenz desarrolló los contenidos educativos dirigidos a estudiantes de primaria y secundaria, enfocándose en arte, historia y cosmovisión.",Colsubsidio; Arte chino; Cultura asiática; Educación intercultural; Museo Nacional de China; ; Historia del arte; Curaduría pedagógica,Museo De Museos Colsubsidio,4.626465512,-74.07861096,"Colsubsidio, Museo de Museos, julio de 2000",,text,,application/pdf,tac_2000.pdf,
mm_artpos_1997,"Arte de la Segunda Postguerra: Expresionismo Abstracto, Op y Pop Art",Colsubsidio,Rafael Ayala Sáenz (Guía de Arte); Equipo curatorial,1997-05,Mayo a Junio de 1997,"Exposición dedicada a los movimientos artísticos surgidos tras la Segunda Guerra Mundial, incluyendo el Expresionismo Abstracto, Op Art y Pop Art. Incluye un marco histórico del periodo 1945–1965 y actividades complementarias como seminarios, conferencias y audiciones musicales.",Arte Abstracto; Expresionismo Abstracto; Op Art; Pop Art; Segunda Guerra Mundial; Historia del Arte; Museología; Educación Artística; Colsubsidio,Museo De Museos Colsubsidio,4.626465512,-74.07861096,"Colsubsidio, Museo de Museos, mayo-junio 1997",,text,,application/pdf,mm_artpos_1997.pdf,
mm_artja_1998,Arte Japonés: Del Grabado a la Arquitectura,Colsubsidio,Rafael Ayala Sáenz (Guía de Arte); Equipo curatorial,1998-12,Diciembre de 1998,"Exposición que recorre la historia del arte japonés desde los grabados ukiyo-e hasta la arquitectura moderna, mostrando su evolución, influencias y adaptaciones tanto de elementos propios como externos, incluyendo la tradición budista y la influencia china.",Arte Japonés; Ukiyo-e; Arquitectura Japonesa; Budismo; Grabado; Cultura Japonesa; Historia del Arte; Colsubsidio,Museo De Museos Colsubsidio,4.626465512,-74.07861096,"Colsubsidio, Museo de Museos, 1998",,text,,application/pdf,mm_artja_1998.pdf,
mm_flora,Dibujos de la Flora: Real Expedición Botánica,Colsubsidio,Rafael Ayala Sáenz (Guía de Arte); Equipo curatorial,1995-1,Enero de 1995,"Exposición centrada en los dibujos botánicos producidos durante la Real Expedición Botánica, destacando el valor didáctico, estético y científico de las láminas elaboradas por Mutis y sus colaboradores.",Expedición Botánica; Ilustración Científica; José Celestino Mutis; Historia Natural; Botánica Colonial; Flora del Nuevo Reino de Granada; Colsubsidio,Museo De Museos Colsubsidio,4.626465512,-74.07861096,"Colsubsidio, Museo de Museos, enero de 1995",,text,,application/pdf,mm_flora.pdf,
mm_ind,Instrumentos Musicales Indígenas de Colombia,Colsubsidio,Rafael Ayala Sáenz (Guía de Arte); Equipo curatorial,2001-08,Agosto de 2001,"Exposición sobre los instrumentos musicales empleados por los pueblos indígenas de Colombia en contextos rituales y sociales, acompañada de investigaciones sobre arte rupestre y la Colombia prehispánica.",Instrumentos Musicales; Cultura Indígena; Colombia Prehispánica; Rituales; Etnomusicología; Arte Rupestre; Antropología; Colsubsidio,Museo De Museos Colsubsidio,4.626465512,-74.07861096,"Colsubsidio, Museo de Museos, agosto de 2001",,text,,application/pdf,mm_ind.pdf,
mm_alq_art,La Alquimia del Arte: Pinturas de Alfonso Ariza,Colsubsidio,Rafael Ayala Sáenz (Guía de Arte); Alfonso Ariza (artista); Equipo curatorial,2000-11,Noviembre de 2000,"Exposición del artista Alfonso Ariza, quien presenta su trabajo pictórico utilizando técnicas tradicionales japonesas de pintura mineral. La muestra aborda el proceso creativo desde la alquimia de los pigmentos hasta la obra final.",Pintura Japonesa; Alquimia; Técnicas de Pintura; Alfonso Ariza; Arte Contemporáneo Colombiano; Colsubsidio,Museo De Museos Colsubsidio,4.626465512,-74.07861096,"Colsubsidio, Museo de Museos, noviembre de 2000",,text,,application/pdf,mm_alq_art.pdf,
mm_may_azt,Mayas y Aztecas: Herederos y Creadores de Civilización,Colsubsidio,Rafael Ayala Sáenz (Guía de Arte); Equipo curatorial,2000-03,Marzo de 2000,"Exposición que presenta un recorrido por las principales civilizaciones mesoamericanas, especialmente los mayas y aztecas, abordando su organización política, religión, arte, arquitectura y cultura material.",Mayas; Aztecas; Civilización Mesoamericana; Arqueología; Historia Prehispánica; Religión; Arquitectura; Calendario Azteca; Colsubsidio,Museo De Museos Colsubsidio,4.626465512,-74.07861096,"Colsubsidio, Museo de Museos, marzo 2000",,text,,application/pdf,mm_may_azt.pdf,
mm_nat,Naturaleza Muerta e Historia del Arte,Colsubsidio,Rafael Ayala Sáenz (Guía de Arte); Felipe Arango (artista); Equipo curatorial,1999-01,Enero de 1999,"Exposición del artista colombiano Felipe Arango, radicado en Italia, donde presenta una serie de naturalezas muertas dialogando con obras maestras de la historia del arte mediante deformaciones manieristas y reinterpretaciones visuales.",Naturaleza Muerta; Historia del Arte; Felipe Arango; Manierismo; Arte Colombiano Contemporáneo; Colsubsidio,Museo De Museos Colsubsidio,4.626465512,-74.07861096,"Colsubsidio, Museo de Museos, 1999",,text,,application/pdf,mm_nat.pdf,
tphp_2000,"Tiempo pasado, historia presente",Colsubsidio,Rafael Ayala Sáenz (Coordinador de contenidos y curador pedagógico),2000-08,Agosto de 2000,"Exposición y publicación que recoge fotografías históricas de Bogotá entre 1890 y 1948, con énfasis en el reconocimiento del patrimonio urbano y cultural. La curaduría pedagógica de Rafael Ayala Sáenz articula las imágenes con reflexiones sobre la memoria urbana, la ciudadanía y el arte popular.",Historia de Bogotá; Patrimonio Cultural; Fotografía Histórica; Ciudadanía; Cultura Visual; Museo de Museos Colsubsidio; Colsubsidio,Museo De Museos Colsubsidio,4.626465512,-74.07861096,"Colsubsidio, Museo de Museos, 1999",,text,,application/pdf,tphp_2000.pdf,
per_ms,Modelo sistémico para explicar el proceso de la comunicación,Fundación Universitaria Los Libertadores,Rafael Ayala Sáenz,2009-06,Junio de 2009,"Este artículo argumenta que la comunicación es un sistema transaccional e interactivo, sustentado en teorías de la Escuela de Palo Alto, con contribuciones desde la psicología social, la semiología y la teoría de la recepción.",Comunicación; Interacción; Intersubjetividad; Sistema; Palo Alto; Fundación Universitaria Los Libertadores,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,"Publicado en Revista Perfiles Libertadores No. 5, pp. 25–41, Fundación Universitaria Los Libertadores",,text,,application/pdf,per_ms.pdf,
per_ma,Modelos de análisis de procesos comunicativos en las redes informales de joyería en la zona de La Candelaria,Fundación Universitaria Los Libertadores,Rafael Ayala Sáenz; Jorge Cifuentes Valenzuela; Carlos Cubillos Leal; Alberto Gómez Melo,2010-06,Junio de 2010,"Investigación sobre las dinámicas comunicativas entre joyeros del centro de Bogotá, abordadas desde el modelo orquestal de la comunicación y la teoría de la complejidad, como parte de un proyecto de innovación organizacional.",Comunicación organizacional; Joyería; Redes productivas; Complejidad; Modelo orquestal; Fundación Universitaria Los Libertadores,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,"Publicado en Revista Perfiles Libertadores No. 6, pp. 60–77, Fundación Universitaria Los Libertadores",,text,,application/pdf,per_ma.pdf,
pol_bio,El concepto de representación desde la perspectiva de la biosemiótica,Fundación Universitaria Los Libertadores,Rafael Ayala Sáenz,2011-04,Abril de 2011,"Análisis del signo desde la biosemiótica como fenómeno complejo que articula ciencias sociales y naturales para comprender procesos de representación, relación, imagen y contexto.",Biosemiótica; Cognición; Imagen; Comunicación; Representación; Fundación Universitaria Los Libertadores,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,"Publicado en Revista Polemikós No. 6, pp. 70–76, Fundación Universitaria Los Libertadores",,text,,application/pdf,pol_bio.pdf,
pol_cas,"Entrevista a Daniel Cassany: “En el mundo occidental actual, alguien que no sepa leer y escribir queda excluido”",Fundación Universitaria Los Libertadores,Rafael Ayala Sáenz,2012-01,Enero de 2012,"Entrevista realizada por Rafael Ayala al lingüista Daniel Cassany durante el Congreso UNESCO 2011, abordando temas como lectura crítica, alfabetización, ideología y cultura digital.",Lectura crítica; Alfabetización; Educación; Cultura digital; Entrevista; Fundación Universitaria Los Libertadores,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,"Publicado en Revista Polemikós No. 7, pp. 57–61, Fundación Universitaria Los Libertadores",,text,,application/pdf,pol_cas.pdf,
pol_esp,Historia del español escrito: un idioma con mil años a cuestas,Fundación Universitaria Los Libertadores,Rafael Ayala Sáenz,2009-04,Abril de 2009,"Análisis riguroso del desarrollo histórico del idioma español, desde las glosas medievales hasta la consolidación del castellano como lengua internacional, incluyendo su evolución fonética, morfológica y su relación con la cultura.",Historia del español; Filología; Lengua escrita; Lingüística hispanoamericana; Fundación Universitaria Los Libertadores,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,"Publicado en Revista Polemikós, edición especial No. 2 abril a septiembre de 2009 ""Comunicación y Lenguaje"", pp. 19–35, Fundación Universitaria Los Libertadores, facultad d de Ciencias y de la Comunicación",,text,,application/pdf,pol_esp.pdf,
pol_esp_1,La facultad de lenguaje: ¿Qué es? ¿Quién la maneja? ¿Cómo evolucionó?,Fundación Universitaria Los Libertadores,Rafael Ayala Sáenz; Eduardo Di Rodolfo Marquina; Juan Carlos Díaz Pardo (traductores) de Marc D. Hauser; Noam Chomsky; W. Tecumsch Fitch .,2009-04,Abril de 2009,"Análisis interdisciplinario de la facultad del lenguaje que distingue entre sus componentes compartidos (FLB) y la recursividad como núcleo exclusivamente humano (FLN). Propone que la evolución del lenguaje surgió de adaptaciones computacionales previas a la comunicación, respaldado por estudios comparativos con animales.",Lingüística; Evolución del lenguaje; Recursividad; Neurociencia; Comunicación animal; Fundación Universitaria Los Libertadores; Marc D. Hauser; Noam Chomsky; W. Tecumsch Fitch,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,"Publicado en Revista Polemikós, edición especial No. 2 abril a septiembre de 2009 ""Comunicación y Lenguaje"", pp. 54–83, Fundación Universitaria Los Libertadores, Facultad de Ciencias de la Comunicación",,text,,application/pdf,pol_esp_1.pdf,
pol_lec,Evaluación de niveles de lectura en el contexto de la educación superior,Fundación Universitaria Los Libertadores,Rafael Ayala Sáenz; Jairo Aníbal Moreno Castro; Cesar Augusto Vázquez García; Juan Carlos Díaz Pardo,2010-10,Octubre de 2010,"Investigación sobre los procesos cognitivos y habilidades de comprensión lectora en estudiantes y docentes universitarios, usando el modelo MPOH para identificar niveles de desempeño lector y sus implicaciones pedagógicas.",Comprensión lectora; Educación superior; Procesos cognitivos; Evaluación educativa; Fundación Universitaria Los Libertadores,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,"Publicado en Revista Polemikós No. 5, pp. 70–74, Fundación Universitaria Los Libertadores",,text,,application/pdf,pol_lec.pdf,
pol_mut,José Celestino Mutis: precursor a pesar de sí mismo,Fundación Universitaria Los Libertadores,Rafael Ayala Sáenz,2010-12,Diciembre de 2010,"Ensayo sobre la figura de Mutis y su rol ambivalente entre la ciencia ilustrada y el contexto colonial, con énfasis en su impacto científico sin intenciones emancipadoras.",Bicentenario; Independencia; José Celestino Mutis; Ilustración; Expedición Botánica; Fundación Universitaria Los Libertadores,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,"Publicado en Revista Polemikós No. 4, pp. 12–18, Fundación Universitaria Los Libertadores",,text,,application/pdf,pol_mut.pdf,
36_muestra,Muestra memorias fotográficas semiología tercer semestre,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,"Afiches de las memorias de muestras fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores. La muestra se ha realizado con el propósito de aplicar, en un problema específico y práctico, los conceptos que explican las nociones fundamentales de signo y código.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Libertadores,,text,,application/pdf,36_muestra.pdf,
29_historiamemoriayolvido,"50 años de Historia, Memoria y Olvido",Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,"Este texto conmemora la vigésimo novena versión de la muestra fotográfica organizada por los estudiantes del programa de Comunicación Social - Periodismo de la Fundación Universitaria Los Libertadores, como ejercicio de la Cátedra de Semiología bajo la coordinación del profesor Rafael Ayala Sáenz, la muestra se ha convertido en una tradición académica que articula teoría y práctica a través de la producción fotográfica estudiantil. El documento reseña la historia del evento, sus propósitos pedagógicos, los temas abordados a lo largo de los años y su impacto en la comunidad universitaria como espacio de memoria, expresión y formación.",Historia de la Educación; Fotografía; Memoria Colectiva; Comunicación Social; Formación Universitaria; Memorias Fotográficas; Muestra Fotográfica; Rafael Ayala Sáenz; Catedra De Semiología; Fundación Universitaria Los Libertadores,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Libertadores,,text,,application/pdf,29_historiamemoriayolvido.pdf,
30_comunicacionyderechoshu,Los derechos del hombre aún tienen valor,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2004-11,Noviembre de 2004,"Texto de reflexión sobre los valores sociales y la vigencia de los derechos humanos, presentado por el profesor Rafael Ayala Sáenz como marco conceptual de una muestra fotográfica desarrollada por estudiantes de tercer semestre de Comunicación Social en la Fundación Universitaria Los Libertadores.",Derechos humanos; Valores; Comunicación; Historia; Educación; Dignidad; Rafael Ayala Sáenz; Catedra De Semiología; Fundación Universitaria Los Libertadores,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Libertadores,,text,,application/pdf,30_comunicacionyderechoshu.pdf,
31_dichosyrefranes,Dichos y refranes de Sancho Panza,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2005-05,Mayo de 2005,"Muestra fotográfica inspirada en los refranes usados por Sancho Panza en Don Quijote de la Mancha, con una reflexión crítica sobre su vigencia en el contexto colombiano.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Refranes; Cultura popular; Comunicación; Sabiduría popular; Fotografía; Educación,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Libertadores,,text,,application/pdf,31_dichosyrefranes.pdf,
32_versosdelrock,Versos del rock,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2005-11,Noviembre de 2005,"Muestra fotográfica que entrelaza letras de canciones de rock con imágenes creadas por estudiantes, como ejercicio de interpretación semiótica y visual de la cultura contemporánea.",Rock; Letras de canciones; Fotografía; Juventud; Cultura urbana; Comunicación; Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Libertadores,,text,,application/pdf,32_versosdelrock.pdf,
33_signosdelfutbol,Signos del fútbol,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2006-05,Mayo de 2006,"Muestra fotográfica académica que explora los símbolos, emociones y realidades sociales asociadas al fútbol como fenómeno cultural desde una mirada semiótica.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Fútbol; Cultura popular; Juventud; Comunicación visual; Sociedad,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Libertadores,,text,,application/pdf,33_signosdelfutbol.pdf,
34_laspintasdelaciudad,Las pintas de la ciudad,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2006-11,Noviembre de 2006,"Muestra fotográfica colectiva que documenta y reflexiona sobre los signos visuales y estéticos presentes en la ciudad, entendidos como huellas de identidad y conflicto urbano.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Libertadores,,text,,application/pdf,34_laspintasdelaciudad.pdf,
36_maravillasymiserias,Maravillas y miserias de la ciudad,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2007-05,Mayo de 2007,"Muestra fotográfica enfocada en las contradicciones urbanas de Bogotá, retratando tanto sus aspectos positivos como las problemáticas sociales que atraviesan la vida cotidiana.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Ciudad; Desigualdad; Cultura urbana; Semiótica; Comunicación,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Libertadores,,text,,application/pdf,36_maravillasymiserias.pdf,
rutas_pedagogicas,Rutas pedagógicas por La Candelaria,Fundación Universitaria Los Libertadores,Rafael Ayala Sáenz (coordinador),2010-06,Junio de 2010,"Este documento reúne 12 rutas pedagógicas diseñadas para explorar el centro histórico de Bogotá como espacio educativo, patrimonial y simbólico. Coordinadas por Rafael Ayala Sáenz en el marco del proyecto ""Maestros por el Territorio"", cada ruta propone un recorrido temático por lugares significativos de la ciudad, fomentando el diálogo entre escuela, territorio y ciudadanía. Las rutas abordan temas como historia, ciencia, comercio, museos, arte religioso, cultura urbana y transformación social.",Educación; Patrimonio; Territorio; Recorridos; Memoria histórica; Bogotá,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Rutas pedagógicas por La Candelaria,,text,,application/pdf,rutas.pdf,
artefactus_demiurgos,Demiurgos: narrativas transmedia de estudiantes,Fundación Universitaria Los Libertadores,Rafael Ayala Sáenz,2013-11,Noviembre de 2013,Página que presenta a los estudiantes como creadores de mundos narrativos complejos desde la narrativa transmedia. Parte del proyecto Artefactus orientado por Rafael Ayala.,Narrativa transmedia; Comunicación; Creatividad; Jóvenes autores; Artefactus; Pontificia Universidad Javeriana,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,https://demiurgos06.tumblr.com/,website,,text/html,https://demiurgos06.tumblr.com/,
artefactus_lectores,Historias lectoras de jóvenes lectores,Fundación Universitaria Los Libertadores,Rafael Ayala Sáenz,2013-11,Noviembre de 2013,"Sitio web que recoge relatos personales de estudiantes sobre sus trayectorias lectoras, placeres y displaceres al leer. Parte del proyecto Artefactus.",Lectura; Educación literaria; Jóvenes lectores; Relatos autobiográficos; Artefactus; Pontificia Universidad Javeriana,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,https://sergiinio16.wixsite.com/misitio,website,,text/html,https://sergiinio16.wixsite.com/misitio,
artefactus_rinconlibroalbum,El Rincón del Libro Álbum: reseñas críticas,Fundación Universitaria Los Libertadores,Rafael Ayala Sáenz,2013-11,Noviembre de 2013,"Blog colectivo con reseñas críticas de libros álbum, creadas por estudiantes en el marco de formación en lectura crítica y análisis estético.",Libro álbum; Reseñas; Educación literaria; Jóvenes lectores; Artefactus; Pontificia Universidad Javeriana,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,http://elrincondellibroalmbum.blogspot.com/2013/11/introduccion-las-resenas-literarias.html,website,,text/html,http://elrincondellibroalmbum.blogspot.com/2013/11/introduccion-las-resenas-literarias.html,
artefactus_ventana_libroalbum,Una ventana al libro álbum: reseñas estudiantiles,Fundación Universitaria Los Libertadores,Rafael Ayala Sáenz,2013-11,Noviembre de 2013,"Reseñas escritas por estudiantes sobre libros ilustrados, explorando lectura crítica, estética visual y sensibilidad narrativa.",Libro ilustrado; Lectura crítica; Educación superior; Jóvenes autores; Artefactus; Pontificia Universidad Javeriana,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,http://ellibroalbum1.blogspot.com/2013/11/resena-de-inventando-los-colores.html,website,,text/html,http://ellibroalbum1.blogspot.com/2013/11/resena-de-inventando-los-colores.html,
anafrank_primera,Ana Frank: Lectura crítica y memoria histórica (Primera parte),LAUD 90.4 FM - Universidad Distrital,Rafael Ayala Sáenz (narrador invitado); Arminio Mestre (Entrevistador),2018-04,Abril de 2018,"Conversación académica sobre el Diario de Ana Frank, su valor literario y su relevancia pedagógica. Rafael Ayala reflexiona sobre la adolescencia, la guerra, la lectura, el poder del diario y la resistencia, desde una perspectiva crítica y educativa.",Ana Frank; Segunda Guerra Mundial; Diario; Literatura juvenil; Resistencia; Educación para la memoria; LAUD 90.4 FM - Universidad Distrital; Rafael Ayala Sáenz; Amantes del círculo Polar,LAUD 90.4 FM - Universidad Distrital,4.617482481,-74.06798299,"LAUD 90.4 FM en Programa radial ""Amantes del círculo polar"", La U de Estéreo",,,19_QTPF8ZIk,MovingImage,video/mp4,anafrank_primera.mp4
anafrank_segunda,"Ana Frank: Escritura, contradicción y resistencia (Segunda parte)",LAUD 90.4 FM - Universidad Distrital,Rafael Ayala Sáenz (narrador invitado); Arminio Mestre (Entrevistador),2023-08,Agosto de 2023,"Segunda entrega del programa radial sobre el Diario de Ana Frank. Rafael Ayala reflexiona sobre la evolución escritural de Ana, su experiencia en el encierro, el valor del testimonio y las lecciones éticas de la memoria frente al totalitarismo. Un homenaje pedagógico y humanista a una obra universal.",Ana Frank; Escritura; Biografía; Holocausto; Memoria; Humanismo; Educación crítica; LAUD 90.4 FM - Universidad Distrital; Rafael Ayala Sáenz; Amantes del círculo Polar,LAUD 90.4 FM - Universidad Distrital,4.617482481,-74.06798299,"LAUD 90.4 FM en Programa radial ""Amantes del círculo polar"", La U de Estéreo",,,V1b_JuD82mk,MovingImage,video/mp4,anafrank_segunda.mp4
voragine,"La vorágine: Rivera, vida y territorio (Introducción)",LAUD 90.4 FM - Universidad Distrital,Rafael Ayala Sáenz,2017-10,Octubre de 2017,"Programa introductorio sobre José Eustasio Rivera y su contexto vital. Rafael Ayala comenta su biografía, formación jurídica, viajes a la selva, denuncia social y proceso de escritura de *La vorágine*. Una mirada crítica al autor desde la literatura y la historia política.",José Eustasio Rivera; Biografía; Contexto histórico; Llanos; Amazonía; Corrupción; LAUD 90.4 FM - Universidad Distrital; Rafael Ayala Sáenz; Amantes del círculo Polar,LAUD 90.4 FM - Universidad Distrital,4.617482481,-74.06798299,"LAUD 90.4 FM en Programa radial ""Amantes del círculo polar"", La U de Estéreo",,,uwcfTWUKeNg,MovingImage,video/mp4,voragine.mp4
voragine_primera,"La vorágine: fuga, drama y lenguaje (Primera parte)",LAUD 90.4 FM - Universidad Distrital,Rafael Ayala Sáenz,2017-10,Octubre de 2017,"Primera entrega del análisis de *La vorágine*. Reflexión sobre el protagonista Arturo Cova y su huida como ruptura con la civilización. Rafael Ayala explora el uso del lenguaje poético, el concepto de drama, los símbolos naturales y la estructura narrativa de Rivera.",La vorágine; Drama; Lenguaje literario; Fuga; Naturaleza; Narrador; LAUD 90.4 FM - Universidad Distrital; Rafael Ayala Sáenz; Amantes del círculo Polar},LAUD 90.4 FM - Universidad Distrital,4.617482481,-74.06798299,"LAUD 90.4 FM en Programa radial ""Amantes del círculo polar"", La U de Estéreo",,,sUvEvQ-Sh2U,MovingImage,video/mp4,voragine_primera.mp4
voragine_segunda,"La vorágine: selva, dolor y tragedia (Segunda parte)",LAUD 90.4 FM - Universidad Distrital,Rafael Ayala Sáenz,2017-10,Octubre de 2017,"Segunda entrega del análisis literario. Ayala profundiza en las pasiones que atraviesan la obra: amor, corrupción, odio, violencia y muerte. Se analiza la selva como espacio simbólico, la tragedia como estructura y la angustia como experiencia humana.",José Eustasio Rivera; Tragedia; Pasiones humanas; Selva; Violencia; Explotación; LAUD 90.4 FM - Universidad Distrital; Rafael Ayala Sáenz; Amantes del círculo Polar,LAUD 90.4 FM - Universidad Distrital,4.617482481,-74.06798299,"LAUD 90.4 FM en Programa radial ""Amantes del círculo polar"", La U de Estéreo",,,fRKrUMs3siE,MovingImage,video/mp4,voragine_segunda.mp4
voragine_tercera,"La vorágine: nombres, símbolos y narrativa (Tercera parte)",LAUD 90.4 FM - Universidad Distrital,Rafael Ayala Sáenz,2017-10,Octubre de 2017,"Exploración del significado de los nombres de los personajes. Rafael Ayala interpreta su carga simbólica y función literaria. Se analiza el simbolismo del viaje, la estructura de la novela y la crítica social detrás del relato.",La vorágine; Simbolismo; Personajes; Nombres; Estructura narrativa; Selva; LAUD 90.4 FM - Universidad Distrital; Rafael Ayala Sáenz; Amantes del círculo Polar,LAUD 90.4 FM - Universidad Distrital,4.617482481,-74.06798299,"LAUD 90.4 FM en Programa radial ""Amantes del círculo polar"", La U de Estéreo",,,hvE_f1VjwRE,MovingImage,video/mp4,voragine_tercera.mp4
