objectid,title,creator,author,date,display_date,description,subject,genre,location,latitude,longitude,source,object_location,rights,type,format
1988-10-01_fiestarockcontinua,Continúa la fiesta del rock,Periódico El Tiempo,Anónimo,1/10/1988,1 de octubre de 1988,"Nota de continuidad del festival de rock iniciado el 17 de septiembre que extiende el impulso del concierto de El Campín hacia un evento en el Colegio de la Contraloría con Pasaporte, Aló Aló, Taxi y Oogie Bogie. El texto enfatiza el propósito de apoyar agrupaciones nacionales y descentralizar la oferta hacia recintos educativos y comunitarios. Menciona repertorios asociados a balada rock y tecno pop, y la presencia de proyectos de ciudades distintas a Bogotá. El artículo ayuda a trazar redes, públicos y formatos alternativos al estadio, mostrando cómo la euforia de un gran show activa segundas fechas y circuitos paralelos. Consolida la categoría de fiesta del rock como fenómeno en expansión. ",festivales de rock; Bogotá; Bucaramanga; Cartagena; descentralización musical; cultura juvenil; Rock Nacional; Colegio de la Contraloría; Pasaporte; Aló Aló; Taxi; Oogie Bogie; balada rock; tecno pop; circulación nacional; recintos alternativos; programación cultural; Rock colombiano.,Agenda,"Bogotá D. C., Colombia","4,6489055","-74,4375009","El Tiempo, pág. 2",,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1988-10-01_laprensaoye,"La Prensa oye. Los prisioneros, porque no se van",Periódico La Prensa,Eduardo Arias,1/10/1988,1 de octubre de 1988,"Reseña del lanzamiento en Colombia de un álbum recopilatorio de Los Prisioneros que integra material de sus dos primeros trabajos y posiciona varias canciones como emblemas del concierto de Bogotá en Armonía. El texto valora la combinación de humor y denuncia en letras como El baile de los que sobran y Muevan las industrias, y critica la práctica local de publicar compilaciones en lugar de los discos originales. Presenta al trío como exponente de un rock social con amplia resonancia y capacidad de diálogo con públicos jóvenes. La reseña aporta claves sobre recepción, mercado y mediación discográfica en el país durante el auge del rock en español",Los Prisioneros; lanzamiento discográfico en Colombia; recopilación; La voz de los ochentas; Pateando piedras; El baile de los que sobran; Muevan las industrias; Por qué no se van; mercado musical; recepción juvenil; crítica discográfica; Rock internacional en Colombia; Los Toreros Muertos; Miguel Mateos; La Bamba 2; rock argentino; pop español; crítica musical; Eduardo Arias,Reseña,"Bogotá D. C., Colombia","4,6489055","-74,4375009",La Prensa pág. 25,,© Derechos de autor pertenecen al periódico La Prensa. Uso académico sin fines comerciales.,Image,image/jpeg
1988-10-09_espanolvoltaje,Español de alto voltaje,Periódico La Prensa,Anónimo,9/10/1988,9 de octubre de 1988,"Ensayo periodístico que sitúa el rock en español como fenómeno cultural y económico de largo aliento, con el Concierto de la Armonía en Bogotá como síntesis de un proceso que no nació de la noche a la mañana. La argumentación describe tres etapas, la de calco anglosajón, la de héroes locales con arraigo en escenas propias y la de internacionalización y discos de oro y platino con empresarios, giras y cadenas de radio, y cuestiona la explicación simplista de la guerra de las Malvinas como causa única del auge. El texto coloca a Argentina como cantera madura con Charly García, Nito Mestre, Fito Páez, Luis Alberto Spinetta, Raúl Porchetto y León Gieco, mientras explica que Brasil, México, Chile, Perú y Venezuela consolidaron catálogos sin mediación bélica. La cartografía enumera a Soda Stereo, Miguel Bosé, Carlos Vives, Miguel Ríos, Pasaporte, Nacha Pop, Los Prisioneros, GIT, Mecano, Caifanes, Enanitos Verdes, Hombres G, Los Toreros Muertos, Malanga, Almendra, Los Abuelos de la Nada y Río, y concluye que la identidad en español dejó de ser excepción para convertirse en estrategia de mercado y en lengua común de públicos latinoamericanos, con Colombia entrando al circuito desde su propia producción",Concierto de la Armonía; rock en español; profesionalización; internacionalización; discos de oro y platino; Charly García; Nito Mestre; Fito Páez; Luis Alberto Spinetta; Raúl Porchetto; León Gieco; Soda Stereo; Miguel Bosé; Carlos Vives; Miguel Ríos; Pasaporte; Nacha Pop; Los Prisioneros; GIT; Mecano; Caifanes; Enanitos Verdes; Hombres G; Los Toreros Muertos; Almendra; Los Abuelos de la Nada; Río; América Latina; Colombia; Rock colombiano; Rock nacional; Rock internacional en Colombia; cultura juvenil; comercialización musical; colaboración internacional; evolución del rock; Rock Latinoamericano; Industria discográfica; Identidad cultural; Mercado musical; Baladistas; Estrategias comerciales; Reconocimientos discográficos; Impacto social,Reportaje,"Bogotá D. C., Colombia","4,6489055","-74,4375009",La Prensa pág. 12,,© Derechos de autor pertenecen al periódico La Prensa. Uso académico sin fines comerciales.,Image,image/jpeg
1988-10-10_nomadadelrock,Nómada del rock,Periódico La Prensa,Eduardo Arias,10/10/1988,10 de octubre de 1988,"Perfil de Carlos Posada y del surgimiento de Sociedad Anónima, presentado a propósito del lanzamiento del sencillo en Keops con las canciones La causa nacional y El amigo romántico. El relato reconstruye su trayectoria desde las murgas escolares y la primera formación de Compañía Ilimitada, el viaje a Estados Unidos para estudiar ingeniería de sonido, el paso por Caos y la fundación de Sociedad Anónima a mediados de 1986. Se destacan los ensayos, los bares, la decisión de cantar en español y una ética de producción sobria que privilegia la canción por encima de la maquinaria de estudio. La crónica recoge tropiezos de escenario y reagrupaciones hasta la alineación con Pedro Roda, Jorge Manuel Estrada y Francisco Reyes, y su presentación en la Media Torta como consolidación del movimiento bogotano. La publicación subraya un cambio de clima en emisoras y audiencias que favorece al rock hecho en Colombia y proyecta el salto hacia un larga duración.",Bogotá; Sociedad Anónima; Carlos Posada; Keops; La causa nacional; El amigo romántico; Compañía Ilimitada; murgas; Media Torta; Caos; Los Triciclos; Pedro Roda; Jorge Manuel Estrada; Francisco Reyes; grabación en ocho pistas; repertorio en español; escena bogotana; Rock colombiano; Rock nacional; Carlos Posada; Compañía Ilimitada; Sociedad Anónima; Eduardo Arias; rock colombiano; trayectoria musical; guitarristas; Rock bogotano; Historia del rock colombiano; lanzamiento discográfico; rock en español; perseverancia musical,Perfil,"Bogotá D. C., Colombia","4,6489055","-74,4375009",La Prensa pág. 24,,© Derechos de autor pertenecen al periódico La Prensa. Uso académico sin fines comerciales.,Image,image/jpeg
1988-10-14_sodastereo,Con Soda y en Stereo,Periódico La Prensa,Anónimo,14/10/1988,14 de octubre de 1988,"Artículo sobre el regreso de Soda Stereo a Colombia en noviembre, destacando su papel como banda pionera del rock en español. Se menciona su impacto en la apertura de espacios para el género en el país y su influencia en nuevas generaciones. Acompañado de fotografía de los tres integrantes y anuncios televisivos.",Soda Stereo; rock en español; gira en Colombia; pioneros musicales; cultura pop; Rock Latinoamericano,,"Bogotá D. C., Colombia","4,6489055","-74,4375009","La Prensa, Vivir, p.20",,© Derechos de autor pertenecen al periódico La Prensa. Uso académico sin fines comerciales.,Image,image/jpeg
1988-10-16_sociedadanonima,El rock de la causa nacional,Periódico La Prensa,Anónimo,16/10/1988,16 de octubre de 1988,"Crónica de Sociedad Anónima en el contexto del lanzamiento del sencillo en 45 revoluciones y de una generación que intenta reinstalar el rock en español como golpe de efecto contra la rutina musical. El texto perfila a la banda como proyecto con letras de corte social, desde Río Bogotá hasta Los porcinos, y señala el debut en la Media Torta junto a grupos de Bogotá, Cali y Medellín en medio de episodios de violencia. Narra el traspié técnico en la apertura de Soda Stereo en la Santamaría y el replanteamiento que siguió a esa noche. Registra la idea de construir una disquera orientada al rock nacional mediante alianzas con Hora Local y ADN, y describe la nómina definitiva con Roda, Reyes y Estrada. El cierre invoca una metáfora de cuarentena para referirse al contagio del rock y a la vitalidad del proyecto en los escenarios de la ciudad",Sociedad Anónima; La causa nacional; Keops; Río Bogotá; Los Porcinos; Media Torta; Plaza de Toros Santamaría; Soda Stereo; Hora Local; ADN; Pedro Roda; Francisco Reyes; Jorge Estrada; Bogotá; rock en español; escena urbana; Rock colombiano; Rock nacional; Sociedad Anónima; Bogotá; cometa Halley; causas sociales; sencillos en vinilo; identidad musical; Rock Nacional.,Reportaje,"Bogotá D. C., Colombia","4,6489055","-74,4375009",La Prensa pág. 21,,© Derechos de autor pertenecen al periódico La Prensa. Uso académico sin fines comerciales.,Image,image/jpeg
1988-10-17_elsapasaporte,Elsa saca Pasaporte,Periódico La Prensa,Anónimo,17/10/1988,17 de octubre de 1988,"Perfil de Elsa Riveros y de su tránsito hacia la voz de Pasaporte, desde los ejercicios domésticos de canto y los intentos fallidos en murgas escolares hasta la entrada a circuitos de bares y estudios. La narración recuerda el paso por Relax y Graffiti, el demo de Igor y Penélope llevado a Radio Tequendama y el giro que supuso la firma discográfica. La crónica reconstruye el episodio de la Media Torta con agresión desde el público y la posterior decisión de asumir un proyecto estable. Se articulan encuentros con Pablo Tedeschi, Roberto Uricoechea y Liliana Jaramillo, y se destaca la repercusión de Bogotá en Armonía en El Campín con una ovación que confirmó la existencia del grupo ante audiencias masivas. El texto instala la figura de una cantante que convierte un sueño adolescente en presencia decisiva del rock nacional de fines de la década.",Elsa Riveros; Pasaporte; Pablo Tedeschi; Roberto Uricoechea; Liliana Jaramillo; Relax; Graffiti; Spitfire; Radio Tequendama; Igor y Penélope; Media Torta; El Campín; Bogotá en Armonía; carrera musical; Rock colombiano; Rock nacional; Elsa; rock colombiano; expresión urbana; graffiti; mujeres en la música; cultura alternativa; Rock Nacional.,Perfil,"Bogotá D. C., Colombia","4,6489055","-74,4375009","La Prensa, Vivir, pág. 26",,© Derechos de autor pertenecen al periódico La Prensa. Uso académico sin fines comerciales.,Image,image/jpeg
1988-10-20_santana,Carlos Santana. Más vivo que nunca,Periódico La Prensa,Anónimo,20/10/1988,20 de octubre de 1988,"Entrevista con Carlos Santana en la que repasa dos décadas de carrera, desde la irrupción en Woodstock hasta una antología reciente y una gira por Estados Unidos con parte de la formación original. La conversación sitúa su propuesta en la confluencia de rock y ritmos latinos y recoge elogios de Miles Davis a su originalidad. Se repasan hitos discográficos y una defensa del riesgo creativo como forma de no quedar anclado en el éxito pasado. La pieza subraya la idea de la música como servicio y como fuerza que cura, y reivindica una continuidad estilística capaz de hablarle a generaciones diferentes. El relato reconoce la trayectoria del guitarrista como parte de un canon internacional que dialoga con públicos de habla hispana.",Carlos Santana; Woodstock; Mission District de San Francisco; Black Magic Woman; Oye como va; Soul Sacrifice; Evil Ways; Miles Davis; antología; gira por Estados Unidos; latin rock; guitarra eléctrica; Rock internacional en Colombia; Carlos Santana; Woodstock; evolución musical; fusión de géneros; Miami Sound Machine; Los Lobos; jazz latino; rock internacional; legado artístico; cultura musical global; rock latino; guitarra eléctrica; música espiritual; prensa cultural; La Prensa; autenticidad artística; legado musical.,Entrevista,"Bogotá D. C., Colombia","4,6489055","-74,4375009",La Prensa pág. 32,,© Derechos de autor pertenecen al periódico La Prensa. Uso académico sin fines comerciales.,Image,image/jpeg
1988-10-28_rockbrujas,El rock de las brujas,Periódico La Prensa,Anónimo,28/10/1988,28 de octubre de 1988,"Guía de un Halloween bogotano que gira en torno al rock en español con Compañía Ilimitada en la Plaza de Toros de Santamaría como foco, Distrito Especial en la apertura y un montaje de luces, pantallas y circuito cerrado de televisión inusual para una banda local. La misma noche la ciudad vibra con Pasaporte en Keops y Sociedad Anónima en Nix, mientras el sábado sigue la fiesta en el Club de Empleados Oficiales. La nota explica el efecto de la Ley Emiliani que movió la celebración y detalla precios, concursos y la invitación a registrar el show para un video posterior. Bogotá aparece como una red de salas, plazas y públicos que prueban la ambición técnica del repertorio local y la convierten en ritual urbano de fin de semana.",Halloween; rock teatral; Bogotá; Plaza de Toros Santamaría; Compañía Ilimitada; Concierto del Contacto; Distrito Especial; Pasaporte; Keops; Sociedad Anónima; Nix; Club de Empleados Oficiales; Ley Emiliani; luces y pantallas; guía de precios; Rock colombiano; Rock nacional,No sé,"Plaza de Toros Santamaría, Bogotá","4,6130863","-74,0870302",La Prensa pág. 21,,© Derechos de autor pertenecen al periódico La Prensa. Uso académico sin fines comerciales.,Image,image/jpeg
1988-11-09_especialrock,Los toreros muertos… Aló Aló,Periódico El Colombiano,Anónimo,9/11/1988,9 de noviembre de 1988,"Especial periodístico que cartografía el auge del rock en español con Los Toreros Muertos como punta de lanza y con un espejo colombiano que incluye a Aló Aló. Se sitúa al trío español como motor de una sensibilidad absurda y corrosiva con éxitos que escalan listas iberoamericanas, Yo no me llamo Javier y Mi agüita amarilla, y con un LP donde conviven el pop eléctrico, el juego identitario de Ya están aquí los toreros muertos y personajes que atraviesan la cultura popular. La pieza perfila a Pablo Carbonell, Many Moure y Guillermo Piccolini como eje creativo, mientras desplaza la mirada hacia la escena local para contar el origen de Aló Aló, sus pruebas de resiliencia, el encuentro con la voz de Luz Amparo Guaracao y el larga duración Esta noche con canciones de pulso romántico y estribillos directos. Se amplía el mapa con La Unión y su Amor fugaz bajo el sello WEA y con una compilación de clásicos del momento que fija un canon provisional para las pistas y las radios. El cierre incorpora una semblanza de Miguel Mateos, su itinerario con Zas y la escuela de escenarios mayores, y propone una lectura de intercambio transatlántico donde el humor y la insolencia se vuelven lenguaje común entre España, Argentina y Colombia.",España; Los Toreros Muertos; Pablo Carbonell; Many Moure; Guillermo Piccolini; Yo no me llamo Javier; Mi agüita amarilla; Pilar; Ya están aquí los toreros muertos; pasodoble; Colombia; Aló Aló; Luz Amparo Guaracao; Esta noche; Ámame; Quiero sentir; Tan solo tú; La Unión; Amor fugaz; WEA; Miguel Mateos; Zas; compilaciones de rock en español; Rock colombiano; Rock nacional; Rock internacional en Colombia; Juventud de Bogotá,Reportaje,"Bogotá D. C., Colombia","4,6489055","-74,4375009","El Colombiano, El Colombianito pág. 4 y 5",,© Derechos de autor pertenecen al periódico El Colombiano. Uso académico sin fines comerciales.,Image,image/jpeg
1988-11-09_pasaporte,Pasaporte: Rockeros 'extranjeros' made in Colombia,Periódico El Colombiano,anónimo,9/11/1988,9 de noviembre de 1988,"Perfil de Pasaporte como emblema de profesionalización del rock colombiano y como caso singular de estrategia de identidad frente al mercado. El relato recuerda ensayos iniciales desde 1984 y marca 1987 como año del salto cuando la voz de Elsa estalla en escena y abre la puerta del primer contrato discográfico. La nota explica por qué el grupo eligió no declarar de entrada su origen colombiano para desmontar prejuicios de programación, una táctica que permitió circulación intensa en emisoras y que más tarde se convirtió en argumento para reivindicar calidad hecha en casa. Se detalla la alineación con Pablo Tedeschi en pianos y programación, Roberto Uricoechea en bajo y percusión, Lila en teclados y coros y la adición de Rafael, además de un retrato humano que incluye influencias, afinidades y hábitos de estudio. El disco de lanzamiento instala a Castillos en el aire, Maniquí e Igor y Penélope como tríptico de éxito y suma un dato simbólico de circulación visual, una carátula expuesta en Nueva York que llegó a manos de Madonna, prueba de una estética que viaja más allá de los límites del nicho. La crónica remarca que Pasaporte empujó fronteras, resignificó pertenencia y abrió una ruta de exportación para el rock en español hecho en Colombia.",Pasaporte; Elsa Riveros; Pablo Tedeschi; Roberto Uricoechea; Lila; Rafael; Castillos en el aire; Maniquí; Igor y Penélope; estrategia de identidad; circulación radial; diseño de carátula; Nueva York; Madonna; profesionalización; Colombia; Rock colombiano; Rock nacional; apropiación musical,Perfil,"Medellín, Colombia","6,2443677","-75,6636154","El Colombiano, El Colombianito pág. 3",,© Derechos de autor pertenecen al periódico El Colombiano. Uso académico sin fines comerciales.,Image,image/jpeg
1989-01-22_rocknacional,Problemas del rock nacional,Periódico El Espectador,Salomón Kalmanovitz,22/1/1989,22 de enero de 1989,"Columna de Salomón Kalmanovitz que examina el estado del rock en español en Colombia y contrapone lo pop orientado a gustos medios con tradiciones contestatarias del género. El texto discute la estética de reinados de belleza, los circuitos mediáticos y la promoción de la imagen por encima del conflicto social que alguna vez expresó el rock. Se cruzan referencias a Beatles, Rolling Stones, The Doors, Bob Dylan y Talking Heads para pensar tensiones entre mercado, rebeldía y crítica cultural. La columna también interpela a bandas locales que buscan masividad sin perder oficio compositivo y sentido de realidad urbana. El resultado es un diagnóstico severo sobre la comercialización y un llamado a recuperar densidad lírica y riesgo.",Salomón Kalmanovitz; rock en español; crítica cultural; industria musical; reinados de belleza; medios de comunicación; Beatles; Rolling Stones; The Doors; Bob Dylan; Talking Heads; Colombia; década de 1980; Rock colombiano; Rock nacional; Compañía Ilimitada; música contestataria; marginalidad cultural; identidad juvenil; América Latina.,Opinión,"Bogotá D. C., Colombia","4,6489055","-74,4375009",El Espectador Magazin Dominical p.11,,© Derechos de autor pertenecen al periódico El Espectador. Uso académico sin fines comerciales.,Image,image/jpeg
3-02-1989_rockenespanol,Vuelve el rock en español,Periódico El Mundo,Anónimo,3/2/1989,3 de febrero de 1989,"Anuncio de concierto en el Coliseo Iván de Bedout con Kraken, Código, Compañía Ilimitada, Pasaporte y la agrupación argentina Alcohol Etílico, bajo la organización de la Corporación Paz Juventud Año 2000 y con patrocinio de Superestéreo. La nota especifica horarios, boletería y la duración del espectáculo hasta medianoche, y resalta la fuerza que van cobrando los grupos en el panorama local. También menciona el uso de modelos en escena y la labor de la corporación con públicos juveniles. Medellín aparece como plaza sostenida del rock en español y parte de una red de circulación que vincula artistas colombianos con visitas internacionales",Medellín; Coliseo Iván de Bedout; Kraken; Código; Compañía Ilimitada; Pasaporte; Alcohol Etílico; Corporación Paz Juventud Año 2000; Superestéreo; boletería; programación de conciertos; Rock colombiano; Rock nacional; Rock internacional en Colombia; rock en español; conciertos; paz y juventud; Bogotá; cultura juvenil; Coliseo El Campín; música como expresión; Juventud.,Noticia,Estadio Nemesio Camacho El Campín,"4,6459424","-74,095979","El Mundo, pág. 9A",,© Derechos de autor pertenecen al periódico El Mundo. Uso académico sin fines comerciales.,Image,image/jpeg
1989-02-07_quietriot,La fuerza del 'heavy' en Medellín,Periódico El Mundo,anónimo,7/2/1989,7 de febrero de 1989,"Nota de Movida Cultural que presenta el concierto de Quiet Riot en Medellín con un montaje escénico de gran escala y repasa la historia del grupo desde la sociedad creativa de Randy Rhoads y Kevin DuBrow. Se relata la deriva hacia Ozzy Osbourne, el impacto de Metal Health y el retorno con nuevas alineaciones para mantener vigencia en el mercado. El artículo vincula la presentación local con una ruta por Bogotá y Pereira, y la sitúa como parte de una temporada marcada por espectáculos de artistas estadounidenses. Se sugiere que la ciudad entra en un ciclo de grandes shows de rock en inglés con producción técnica comparable a la de escenarios internacionales.",Medellín; Quiet Riot; heavy metal; Randy Rhoads; Kevin DuBrow; Rudy Sarzo; Ozzy Osbourne; Metal Health; producción escénica; Bogotá; Pereira; temporada de conciertos; Rock internacional en Colombia; conciertos internacionales; cultura juvenil; rock anglo; Frankie Banali; Sean McNabb; Paul Shortino; Carlos Cavazo,Reportaje,"Medellín, Colombia","6,2443677","-75,6636154","El Mundo, pág. 12A",,© Derechos de autor pertenecen al periódico El Mundo. Uso académico sin fines comerciales.,Image,image/jpeg
1989-02-09_quietriotmedellin,Más rock... ¡pero en inglés!,Periódico El Espectador,Alexander Velásquez,9/2/1989,9 de febrero de 1989,"Anuncio del concierto de Quiet Riot en Bogotá con transmisión de Super Estéreo 88.9, un escenario de gran formato y apertura a cargo de Kronos. La nota recuerda el lleno en Medellín y la buena acogida del rock en inglés en el país. Se repasa la huella del grupo con Metal Health y el éxito Cum on feel the noise en listas de Estados Unidos y su llegada a Colombia como referente del heavy metal californiano. La comunicación detalla hora y lugar, y plantea la expectativa de repetir la convocatoria masiva.",Bogotá; Estadio El Campín; Quiet Riot; Super Estéreo 88.9; Kronos; heavy metal; rock en inglés; montaje técnico; convocatoria de público; Metal Health; Cum on feel the noise; Rock internacional en Colombia; Medellín; conciertos internacionales; cultura musical; Rock Internacional,Agenda,"Bogotá D. C., Colombia","4,6489055","-74,4375009",El Espectador pág. 4,,© Derechos de autor pertenecen al periódico El Espectador. Uso académico sin fines comerciales.,Image,image/jpeg
1989-02-09_quietriotbogota,"Jevis, engendros de no Satán",Periódico La Prensa,Anónimo,9/2/1989,9 de febrero de 1989,"Artículo sobre la banda Quiet Riot y la percepción del heavy metal en Colombia. Se analiza su estética, estilo musical y el prejuicio social que vincula el género con el satanismo. Acompañado de fotografía de los integrantes y anuncio institucional de la Alcaldía Mayor de Bogotá.",Quiet Riot; heavy metal; estética musical; satanismo; percepción social; Bogotá; Rock Internacional,,"Bogotá D. C., Colombia","4,6489055","-74,4375009",La Prensa pág. 18,,© Derechos de autor pertenecen al periódico La Prensa. Uso académico sin fines comerciales.,Image,image/jpeg
1989-02-09_quietriotfuria,La furia silenciosa de Quiet Riot,Periódico El Mundo,Juan Carlos Pérez,9/2/1989,9 de febrero de 1989,"Crónica del concierto de Quiet Riot en el Coliseo Iván de Bedout, con énfasis en organización, seguridad, euforia del público y rituales de cancha como el pogo. El relato describe los controles de ingreso, la presencia de la Defensa Civil, los choques entre asistentes y el momento en que la masa se desborda hacia el escenario. Se comenta el repertorio que alterna temas del último álbum con clásicos coreados, el solo de Carlos Cavazo y el remate con Cum on feel the noize y Metal Health. La pieza capta la relación hipnótica entre cuerpo, volumen y luces, y registra incidentes en instalaciones aledañas, sin saldo grave durante el show.",Medellín; Coliseo Iván de Bedout; Quiet Riot; pogo; organización de conciertos; Policía; Defensa Civil; Carlos Cavazo; Paul Shortino; repertorio; Cum on feel the noize; Metal Health; público juvenil; Rock internacional en Colombia; glam metal; conciertos internacionales; cultura visual; rock ochentero; Juan Carlos Pérez; Bogotá.,Crónica,"Bogotá D. C., Colombia","4,6489055","-74,4375009","El Mundo, pág. 12A",,© Derechos de autor pertenecen al periódico El Mundo. Uso académico sin fines comerciales.,Image,image/jpeg
1989-02-20_locaspasiones,Locas pasiones al ritmo del rock,Periódico El Nuevo Siglo,Elia María Núñez R.,20/2/1989,20 de febrero de 1989,"Nota sobre el estreno de la novela L P Loca Pasión por la Cadena 1 de RTI, concebida como retrato de una generación que crece con el rock en español. El reparto liderado por Carlos Vives y Marcela articula tramas de música, amistad, rivalidades y amor, y suma a jóvenes actores que vinculan su experiencia con bandas y estudios. Se destacan perfiles como Rosario Jaramillo, Andrés Navia, Pedro Roa y Ricardo Prado, con trayectorias que combinan actuación, danza, batería, teclados y gestión cultural. La narración presenta una ficción que incorpora lenguaje musical y aspiraciones artísticas, y conecta televisión y escena juvenil.",L P Loca Pasión; RTI; Cadena 1; Carlos Vives; Marcela; juventud; música en televisión; Rosario Jaramillo; Andrés Navia; Pedro Roa; Ricardo Prado; Bogotá; cultura popular; Rock colombiano; Rock nacional; LP Loco Pasión; televisión y rock; cultura juvenil; estética musical; Elia María Núñez.,Reportaje,"Bogotá D. C., Colombia","4,6489055","-74,4375009","El Siglo, pág. 2A",,© Derechos de autor pertenecen al periódico El Siglo. Uso académico sin fines comerciales.,Image,image/jpeg
1989-02-27_contactovillavo,Contacto en Villavo,Periódico La Prensa,Fernando Cortés  y Jairo Chacón,27/2/1989,27 de febrero de 1989,"Crónica del concierto de ocho horas en la Villa Olímpica de Villavicencio que reunió a Compañía Ilimitada, Pasaporte, Zona Postal, Escape, Xolo Digital y Lado A, con animación de Hernán Orjuela. La nota perfila a Elsa Riveros como figura carismática que desata euforia entre el público y destaca momentos de virtuosismo como los teclados de Juan Manuel Pulido y el solo de Sergio en Pasaporte. Registra el debut en solitario de Eugenio Arellano, las reacciones encontradas ante el heavy metal de Escape y el cierre de madrugada con Xolo y Lado A. La organización es calificada como sólida y se subraya el ambiente festivo y pacífico en un territorio identificado con el joropo, donde por una noche el rock desplaza tradiciones sonoras. El texto traza un mapa de bandas, oficios técnicos y rituales de estadio que consolidan a Villavicencio como plaza ocasional del rock en español.",Villavicencio; Villa Olímpica; Estadio Horizonte; Hernán Orjuela; Compañía Ilimitada; Pasaporte; Elsa Riveros; Juan Manuel Pulido; Zona Postal; Eugenio Arellano; Escape; Xolo Digital; Lado A; heavy metal; público llanero; luces y sonido; orden público; Rock colombiano; Rock nacional; conciertos regionales; cultura musical; Contacto; descentralización del rock.,Crónica,Villavicencio,"4,1249245","-73,6914639",La Prensa el PAIS pág. 11,,© Derechos de autor pertenecen al periódico La Prensa. Uso académico sin fines comerciales.,Image,image/jpeg
1989-03-15_hombresgcolegiales,Hombres G: Un proyecto de colegiales,Periódico El Colombiano,Anónimo,15/3/1989,15 de marzo de 1989,"Entrevista con Hombres G durante su visita a Colombia en junio de 1989, donde el cuarteto español reflexiona sobre la expansión del rock en español y su apuesta por abrir idiomas y mercados. Los integrantes destacan el equilibrio entre letra y música y mencionan planes de grabación en italiano y portugués, así como aspiraciones de presentarse en Rusia en el clima de apertura de la perestroika. Se matiza el liderazgo autoral de David Summers y se describe la química interna del grupo como motor creativo. La nota sitúa a Colombia en el circuito de giras ibéricas y resume la recepción local que fortalece la ambición de internacionalización. ",Hombres G; España; Medellín; gira internacional; perestroika; internacionalización musical; letras en español; David Summers; escena iberoamericana; recepción de público; Rock internacional en Colombia; Marta tiene un marcapasos; humor musical; cultura juvenil; pop-rock español; Rock Latinoamericano.,Entrevista,"Medellín, Colombia","6,2443677","-75,6636154","El Colombiano, El Colombianito pág. 2",,© Derechos de autor pertenecen al periódico El Colombiano. Uso académico sin fines comerciales.,Image,image/jpeg
1989-04-12_obstinatomedellin,Obstinato: Hecho en Medellín,Periódico El Colombiano,Anónimo,12/4/1989,12 de abril de 1989,"Perfil de Obstinato como continuidad de una porfía iniciada en 1980 por Campo Elías Sánchez con el grupo Pretexto, cuando hacer rock en español en Medellín era visto como una idea descabellada. El texto reconstruye la aparición pública del proyecto con los sencillos Cuando y Pasado y presente, que abrieron un lugar para sus melodías de balada rock y para una estética propia. Se anuncia la grabación con Codiscos de La dama de la ensoñación y Un sol para amanecer, con la banda integrada por Campo Elías, Cristóbal en teclados, David en batería y Juan F en bajo. La nota subraya la identidad local Hecho en Medellín como declaración de pertenencia y como gesto contra el centralismo cultural. El relato insiste en la constancia de una agrupación que se propone aportar a la consolidación del rock en español desde una ciudad en transformación.",Medellín; Obstinato; Pretexto; Campo Elías Sánchez; Codiscos; La Dama de la Ensoñación; Un Sol para Amanecer; Cuando; Pasado y Presente; balada rock; identidad local; consolidación de escena; Rock colombiano; Rock nacional; rock en español; crítica social; pioneros del rock; cultura urbana; Rock Nacional,Reportaje,"Medellín, Colombia","6,2443677","-75,6636154","El Colombiano, El Colombianito pág. 3",,© Derechos de autor pertenecen al periódico El Colombiano. Uso académico sin fines comerciales.,Image,image/jpeg
1989-04-23_loshippies,Los Hippies,Periódico La Prensa,anónimo,23/4/1989,23 de abril de 1989,"Columna que defiende una lectura comprensiva del movimiento hippie frente a visiones moralistas que lo reducen a estética y desorden. El texto recuerda la asociación del hipismo con paz, inconformidad y símbolos florales, y sitúa su consumo de drogas como intento fallido de huida del caos más que como culto al exceso. Recurre a referencias filosóficas y espirituales para subrayar la búsqueda de interioridad y sentido, y propone persuadir antes que reprimir a una juventud que expresa los signos de su tiempo. La pieza propone separar apariencia y esencia para analizar una protesta que reconfiguró sensibilidades urbanas y repertorios culturales",hippies; contracultura; normas sociales; libertad individual; resistencia cultural; juventud; Austin; crítica social,,"Bogotá D. C., Colombia","4,6489055","-74,4375009",Revista La Prensa pág. 24,,© Derechos de autor pertenecen al periódico La Prensa. Uso académico sin fines comerciales.,Image,image/jpeg
